transaction_id,customer_id,items,date,time,persona,customer_loyalty,store_location,payment_method
TXN_000091,CUST_0108,Stand Mixer;Flower Pots;BBQ Grill;Garden Tools Set;Butter;Food Processor;Rice;Microwave;Milk;Plant Fertilizer;Chicken Breast;Air Fryer;Bread,2025-07-21,15:27,Home Cook,new,Store B,Debit Card
TXN_000092,CUST_0047,Face Cream;Moisturizer,2025-04-01,13:55,Fashion Conscious,new,Store A,Debit Card
TXN_000093,CUST_0264,Biography;Honey;Sunscreen,2025-05-14,21:33,Book Lover,regular,Store B,Credit Card
TXN_000094,CUST_0106,Moisturizer;Dumbbells;Basketball,2025-07-12,14:49,Fitness Enthusiast,new,Store C,Debit Card
TXN_000095,CUST_0257,Salmon;Electric Kettle;Food Processor;Air Fryer;Flower Pots;Microwave;Pasta,2025-02-07,06:48,Home Cook,regular,Store B,Mobile Payment
TXN_000096,CUST_0262,Cheese;Pride and Prejudice;Biography,2025-02-07,10:56,Book Lover,regular,Store B,Credit Card
TXN_000097,CUST_0237,Milk;Electric Kettle;Fruits;Chicken Breast;Coffee Maker;Cheese;Tomato Sauce;Nuts Mix,2025-04-25,13:09,Home Cook,new,Store B,Credit Card
TXN_000098,CUST_0030,iPad;Dell XPS 13,2025-05-07,14:40,Tech Enthusiast,vip,Online,Credit Card
TXN_000099,CUST_0216,Sunscreen;Tommy Hilfiger Jacket,2025-05-21,21:18,Fashion Conscious,regular,Online,Debit Card
TXN_000100,CUST_0004,iPad;Bluetooth Speaker;AirPods Pro;External SSD;Microsoft Surface,2025-03-20,09:10,Tech Enthusiast,regular,Store B,Credit Card
TXN_000101,CUST_0101,Chicken Breast;Garden Tools Set;Honey;Peanut Butter;Yogurt;Pasta;Butter;Bread;Nuts Mix;Tomato Sauce,2025-05-13,15:43,Home Cook,new,Store A,Cash
TXN_000102,CUST_0095,BBQ Grill,2025-05-20,04:15,Home Cook,regular,Store A,Mobile Payment
TXN_000103,CUST_0134,Body Wash;Gym Bag;Face Cream;Electric Toothbrush,2025-06-06,14:00,Fitness Enthusiast,regular,Store C,Debit Card
TXN_000104,CUST_0220,Ray-Ban Sunglasses;Electric Toothbrush;Face Cream;Vans Old Skool;Uniqlo Sweater,2025-06-19,22:43,Fashion Conscious,regular,Store A,Credit Card
TXN_000105,CUST_0125,Cookbook;Protein Bars;Biography;Honey,2025-06-20,16:49,Book Lover,new,Online,Mobile Payment
TXN_000106,CUST_0113,Eggs;Outdoor Furniture;Yogurt;Quinoa;Rice;Moisturizer,2025-04-25,17:21,Home Cook,regular,Online,Mobile Payment
TXN_000107,CUST_0110,"Samsung Watch;Smart TV 55"";Chicken Breast",2025-04-04,15:54,Tech Enthusiast,new,Store C,Credit Card
TXN_000108,CUST_0082,Vegetables,2025-01-29,00:37,Book Lover,regular,Store C,Credit Card
TXN_000109,CUST_0034,Conditioner;Deodorant;H&M T-Shirt;Hair Dryer;Sunscreen,2025-05-21,17:54,Fashion Conscious,regular,Store A,Credit Card
TXN_000110,CUST_0139,BBQ Grill;Garden Hose;Air Fryer;Organic Coffee;Chicken Breast;Stand Mixer;Cheese;Vegetables;Bread;Salmon;Fruits;Cereal;Olive Oil;Yogurt,2025-02-06,08:31,Home Cook,regular,Store C,Credit Card
TXN_000111,CUST_0062,Sunscreen;Polo Ralph Lauren Shirt;Skincare Set;Perfume;Gap Jeans;Makeup Kit,2025-06-17,16:50,Fashion Conscious,regular,Online,Debit Card
TXN_000112,CUST_0278,Conditioner,2025-02-06,22:13,General Shopper,regular,Store C,Credit Card
TXN_000113,CUST_0021,Tennis Racket;Dumbbells;Bike Helmet;The Great Gatsby;To Kill a Mockingbird;Skincare Set,2025-05-01,11:42,General Shopper,regular,Store C,Debit Card
TXN_000114,CUST_0098,Samsung Galaxy S24;USB-C Cable;AirPods Pro;iPhone 15;Kindle;iPad Mini,2025-03-13,05:52,Tech Enthusiast,regular,Store C,Cash
TXN_000115,CUST_0082,Butter;Orange Juice;Protein Bars,2025-06-26,11:57,Book Lover,regular,Store C,Debit Card
TXN_000116,CUST_0131,Mountain Bike,2025-02-23,18:50,Fitness Enthusiast,vip,Store B,Credit Card
TXN_000117,CUST_0027,Stand Mixer;Coffee Maker;Plant Fertilizer;Outdoor Furniture;Food Processor;Electric Kettle;BBQ Grill;Microwave;Rice;Toaster;Instant Pot;Garden Tools Set;Lawn Mower;Flower Pots,2025-03-13,13:15,Home Cook,new,Online,Credit Card
TXN_000118,CUST_0287,Nike Socks;Perfume;Zara Dress;Calvin Klein Underwear;Chicken Breast,2025-02-11,11:14,Fashion Conscious,new,Online,Cash
TXN_000119,CUST_0233,Rice;Ski Equipment;Running Shoes;Butter;Sleeping Bag;Samsung Watch,2025-05-08,15:48,General Shopper,new,Store C,Debit Card
TXN_000120,CUST_0109,iPad,2025-02-27,11:46,Tech Enthusiast,vip,Online,Mobile Payment
TXN_000121,CUST_0151,Instant Pot;Air Fryer;Flower Pots;Solar Lights;Cereal;Peanut Butter;Eggs;Bread;Green Tea;Protein Bars;Garden Hose;Salmon;Cheese;Honey,2025-06-23,15:57,Home Cook,new,Store B,Credit Card
TXN_000122,CUST_0239,Garden Hose;Rice;Fruits;Coffee Maker,2025-05-21,10:26,Home Cook,vip,Store B,Credit Card
TXN_000123,CUST_0163,Vitamins;Mountain Bike;Water Bottle,2025-06-05,05:58,Fitness Enthusiast,vip,Online,Cash
TXN_000124,CUST_0053,Tennis Balls;Gym Bag;Water Bottle;Tennis Racket;Snowboard;Running Shoes;Soccer Ball;Butter,2025-07-16,12:30,Fitness Enthusiast,new,Store A,Credit Card
TXN_000125,CUST_0002,Dark Chocolate;Twilight,2025-07-10,21:38,Book Lover,regular,Store C,Cash
TXN_000126,CUST_0027,BBQ Grill;Quinoa;Eggs;Protein Bars;Flower Pots;Dark Chocolate;Peanut Butter;Vacuum Cleaner,2025-05-02,17:29,Home Cook,new,Online,Mobile Payment
TXN_000127,CUST_0212,Running Shoes,2025-06-04,11:56,Fitness Enthusiast,new,Store A,Debit Card
TXN_000128,CUST_0043,Nuts Mix;Protein Bars;Orange Juice;Quinoa,2025-04-05,19:15,Home Cook,regular,Store B,Cash
TXN_000129,CUST_0102,Sunscreen,2025-01-30,13:23,Fitness Enthusiast,regular,Store C,Credit Card
TXN_000130,CUST_0290,Tomato Sauce;H&M T-Shirt;Cheese;Pasta;Butter;Bread;Rice;Dumbbells,2025-06-23,15:44,General Shopper,new,Online,Debit Card
TXN_000131,CUST_0295,Levi's Jeans;Tommy Hilfiger Jacket;Soccer Ball;Gym Bag;H&M T-Shirt;Converse All Stars;Zara Dress;Bike Helmet,2025-04-30,16:09,General Shopper,regular,Store A,Credit Card
TXN_000132,CUST_0112,USB-C Cable;AirPods Pro;Gaming Mouse,2025-07-03,10:51,Tech Enthusiast,vip,Store A,Credit Card
TXN_000133,CUST_0010,Rice Cooker;Electric Kettle;Pasta;Blender;BBQ Grill;Rice;Coffee Maker;Garden Tools Set;Chicken Breast;Microwave;Quinoa;Solar Lights;Dark Chocolate;Air Fryer,2025-04-14,16:13,Home Cook,new,Online,Credit Card
TXN_000134,CUST_0125,1984;Dark Chocolate,2025-07-03,12:57,Book Lover,new,Store C,Credit Card
TXN_000135,CUST_0003,Hiking Boots;Resistance Bands,2025-06-23,22:34,General Shopper,regular,Store B,Credit Card
TXN_000136,CUST_0296,Face Cream;Vitamins;Zara Dress;Vegetables,2025-04-26,07:28,Fashion Conscious,vip,Store B,Cash
TXN_000137,CUST_0132,Supplement Pills,2025-04-07,12:04,Fashion Conscious,regular,Store A,Credit Card
TXN_000138,CUST_0065,Mountain Bike;Swimming Goggles;Water Bottle;Ski Equipment;Protein Powder,2025-07-13,13:49,General Shopper,new,Store A,Credit Card
TXN_000139,CUST_0047,Perfume;Protein Powder;Ray-Ban Sunglasses;Conditioner;Electric Toothbrush;Fitness Tracker,2025-03-12,16:51,Fashion Conscious,new,Online,Credit Card
TXN_000140,CUST_0164,Honey;Green Tea;Cereal;To Kill a Mockingbird;Butter;Vegetables,2025-03-10,16:10,Book Lover,regular,Store B,Credit Card
TXN_000141,CUST_0089,Cereal;Electric Kettle;Flower Pots;Stand Mixer;Green Tea;Microwave;Vegetables;Rice;Butter;Garden Hose;Solar Lights;Conditioner,2025-04-19,11:42,Home Cook,regular,Store B,Mobile Payment
TXN_000142,CUST_0281,Supplement Pills;Resistance Bands;Skincare Set;Tommy Hilfiger Jacket;Ray-Ban Sunglasses;Hair Dryer;Uniqlo Sweater,2025-06-10,05:26,Fashion Conscious,regular,Store B,Debit Card
TXN_000143,CUST_0033,Hair Dryer;Golf Clubs,2025-07-17,13:03,Fitness Enthusiast,new,Store C,Debit Card
TXN_000144,CUST_0057,Calvin Klein Underwear;Skincare Set,2025-04-29,18:16,Fashion Conscious,regular,Store C,Cash
TXN_000145,CUST_0102,Ski Equipment;Dumbbells,2025-03-18,04:24,Fitness Enthusiast,regular,Store C,Debit Card
TXN_000146,CUST_0131,Body Wash;Sleeping Bag;Hiking Boots,2025-07-22,18:25,Fitness Enthusiast,vip,Online,Cash
TXN_000147,CUST_0284,Conditioner;Hair Dryer;Adidas Track Pants;Adidas Ultraboost;Pasta,2025-03-13,13:34,Fashion Conscious,regular,Store C,Debit Card
TXN_000148,CUST_0114,Converse All Stars;Hair Dryer;Shampoo;Tommy Hilfiger Jacket;Moisturizer;Zara Dress,2025-07-03,18:56,Fashion Conscious,new,Online,Credit Card
TXN_000149,CUST_0112,Gaming Mouse;Bluetooth Speaker;Power Bank;Dell XPS 13;Graphics Card RTX 4070;Microsoft Surface,2025-02-06,20:48,Tech Enthusiast,vip,Store A,Debit Card
TXN_000150,CUST_0114,Conditioner;Shampoo;Vitamins;Sunscreen;Green Tea,2025-02-06,16:30,Fashion Conscious,new,Store B,Credit Card
TXN_000151,CUST_0113,Organic Coffee;BBQ Grill;Chicken Breast;Tomato Sauce,2025-05-10,13:29,Home Cook,regular,Store B,Mobile Payment
TXN_000152,CUST_0091,Snowboard,2025-05-07,19:24,Fitness Enthusiast,regular,Store B,Credit Card
TXN_000153,CUST_0051,Coffee Maker,2025-05-02,17:55,Home Cook,regular,Store A,Debit Card
TXN_000154,CUST_0276,Cereal;Garden Tools Set;Patio Umbrella;Peanut Butter;Electric Kettle;Lawn Mower;Olive Oil;Cheese;Pasta;Flower Pots;Orange Juice;Rice Cooker,2025-06-29,09:24,Home Cook,new,Online,Cash
TXN_000155,CUST_0054,Cheese;Electric Kettle;Outdoor Furniture;Vacuum Cleaner;Dark Chocolate;Microwave;Patio Umbrella;Solar Lights,2025-04-16,21:46,Home Cook,new,Store A,Debit Card
TXN_000156,CUST_0073,Green Tea;Pride and Prejudice;Tomato Sauce;Cheese,2025-06-18,13:59,Book Lover,new,Store B,Cash
TXN_000157,CUST_0105,"External SSD;Smart TV 55"";PlayStation 5;Sony WH-1000XM5;iPhone 15",2025-06-26,10:44,Tech Enthusiast,new,Store B,Debit Card
TXN_000158,CUST_0027,Toaster;Organic Coffee;Instant Pot;Air Fryer;Green Tea;Vegetables;Bread;Solar Lights;Butter;Cheese;Pasta;Garden Hose;Quinoa;Microwave,2025-02-26,15:34,Home Cook,new,Online,Credit Card
TXN_000159,CUST_0205,Nike Socks;Champion Hoodie;Gap Jeans;Polo Ralph Lauren Shirt;Uniqlo Sweater;Zara Dress;Vans Old Skool;Nike Hoodie;Levi's Jeans,2025-06-26,15:05,General Shopper,new,Online,Cash
TXN_000160,CUST_0272,Wireless Charger;MacBook Pro;External SSD;Samsung Galaxy S24,2025-06-02,17:00,Tech Enthusiast,new,Store C,Debit Card
TXN_000161,CUST_0176,Pride and Prejudice;Eggs;Nuts Mix,2025-06-11,09:14,Book Lover,vip,Store C,Credit Card
TXN_000162,CUST_0184,Solar Lights;Cereal;BBQ Grill;Tomato Sauce;Butter,2025-07-21,14:51,Home Cook,regular,Store B,Debit Card
TXN_000163,CUST_0112,4K Monitor;Eggs,2025-04-10,18:43,Tech Enthusiast,vip,Store B,Debit Card
TXN_000164,CUST_0016,Toaster;Cheese,2025-02-27,16:58,Home Cook,vip,Store C,Debit Card
TXN_000165,CUST_0022,Conditioner;Shampoo;Vitamins;Toothpaste,2025-06-23,23:32,Fitness Enthusiast,vip,Store B,Credit Card
TXN_000166,CUST_0119,Wireless Charger;Samsung Galaxy S24,2025-03-27,09:53,Tech Enthusiast,new,Store A,Credit Card
TXN_000167,CUST_0049,H&M T-Shirt;Toothpaste;Under Armour T-Shirt;Sunscreen;Adidas Ultraboost;Polo Ralph Lauren Shirt,2025-04-17,11:06,Fashion Conscious,vip,Online,Mobile Payment
TXN_000168,CUST_0105,Graphics Card RTX 4070,2025-04-30,20:01,Tech Enthusiast,new,Store C,Credit Card
TXN_000169,CUST_0142,Sunscreen;Face Cream;Deodorant,2025-02-25,01:22,Fashion Conscious,regular,Store A,Mobile Payment
TXN_000170,CUST_0166,Tennis Balls,2025-04-08,13:06,Fitness Enthusiast,regular,Store B,Debit Card
TXN_000171,CUST_0081,Butter;Cheese;To Kill a Mockingbird,2025-02-06,10:04,Book Lover,vip,Store C,Debit Card
TXN_000172,CUST_0159,Salmon;Eggs;Fruits,2025-06-10,20:18,Book Lover,new,Store B,Cash
TXN_000173,CUST_0268,Orange Juice;Cereal,2025-05-14,17:43,General Shopper,regular,Store B,Debit Card
TXN_000174,CUST_0166,Ski Equipment;Skincare Set,2025-02-27,14:41,Fitness Enthusiast,regular,Store B,Credit Card
TXN_000175,CUST_0165,Gaming Keyboard,2025-02-25,16:15,Tech Enthusiast,new,Store A,Credit Card
TXN_000176,CUST_0096,Pride and Prejudice;The Great Gatsby;To Kill a Mockingbird;Magazine;1984;Mystery Novel,2025-04-09,13:05,General Shopper,new,Store C,Mobile Payment
TXN_000177,CUST_0023,Pasta;Pride and Prejudice,2025-06-10,14:31,Book Lover,regular,Online,Credit Card
