transaction_id,customer_id,items,date,time,persona,customer_loyalty,store_location,payment_method
TXN_000081,CUST_0091,Plant Fertilizer;Nuts Mix;Quinoa;BBQ Grill;Cereal;Rice Cooker;Green Tea;Rice;Microwave;Instant Pot,2025-02-19,21:48,Home Cook,regular,Store C,Credit Card
TXN_000082,CUST_0014,Flower Pots;Outdoor Furniture;Protein Bars;Dark Chocolate;Microwave;Vacuum Cleaner;BBQ Grill;Eggs;Green Tea;Food Processor,2025-06-15,16:42,Home Cook,vip,Store B,Cash
TXN_000083,CUST_0108,Romance Novel;Chicken Breast;The Da Vinci Code;Quinoa,2025-06-26,18:27,Book Lover,new,Store A,Debit Card
TXN_000084,CUST_0208,Bike Helmet;Mountain Bike;Hiking Boots,2025-03-15,13:44,Fitness Enthusiast,regular,Store A,Cash
TXN_000085,CUST_0135,Supplement Pills;Ray-Ban Sunglasses;Champion Hoodie;Tommy Hilfiger Jacket,2025-07-05,12:44,Fashion Conscious,regular,Store A,Cash
TXN_000086,CUST_0045,Moisturizer;Swimming Goggles;Skincare Set;Resistance Bands,2025-04-17,14:51,Fitness Enthusiast,regular,Store C,Credit Card
TXN_000087,CUST_0026,Fitness Tracker;Supplement Pills;Shampoo;Moisturizer,2025-06-12,17:15,General Shopper,new,Store A,Credit Card
TXN_000088,CUST_0071,Solar Lights;Vegetables;Nuts Mix;Food Processor;Protein Powder,2025-02-28,15:23,Home Cook,regular,Online,Credit Card
TXN_000089,CUST_0105,Apple Watch,2025-06-11,15:27,Tech Enthusiast,regular,Online,Mobile Payment
TXN_000090,CUST_0013,Perfume;Supplement Pills;Adidas Ultraboost;Face Cream;Adidas Track Pants;Under Armour T-Shirt;Nike Socks,2025-03-05,13:29,Fashion Conscious,regular,Online,Credit Card
TXN_000091,CUST_0118,Ski Equipment;Fruits,2025-07-01,22:11,Fitness Enthusiast,new,Store C,Mobile Payment
TXN_000092,CUST_0126,Protein Powder,2025-02-28,09:58,Fitness Enthusiast,new,Store A,Debit Card
TXN_000093,CUST_0011,Solar Lights;Food Processor;Orange Juice;Garden Hose;Plant Fertilizer;Organic Coffee,2025-02-12,18:18,Home Cook,vip,Store B,Mobile Payment
TXN_000094,CUST_0242,Solar Lights;Vacuum Cleaner;Nuts Mix;Electric Kettle;Fruits;Dark Chocolate;Outdoor Furniture,2025-01-30,14:44,Home Cook,regular,Online,Debit Card
TXN_000095,CUST_0130,Nuts Mix,2025-04-13,10:52,Book Lover,regular,Store B,Debit Card
TXN_000096,CUST_0112,MacBook Pro,2025-06-01,15:30,Tech Enthusiast,regular,Store B,Credit Card
TXN_000097,CUST_0005,Milk;Salmon;Peanut Butter;Olive Oil;Honey;BBQ Grill,2025-05-22,13:14,Home Cook,vip,Online,Mobile Payment
TXN_000098,CUST_0104,Samsung Watch;Bluetooth Speaker;USB-C Cable,2025-07-12,18:33,Tech Enthusiast,regular,Store B,Debit Card
TXN_000099,CUST_0063,Surfboard;Gym Bag;Swimming Goggles;Soccer Ball;Golf Balls;Snowboard;Camping Tent;Basketball;Backpack;Fishing Rod,2025-07-23,13:58,General Shopper,new,Store A,Mobile Payment
TXN_000100,CUST_0005,Rice Cooker,2025-07-16,15:17,Home Cook,vip,Store C,Credit Card
TXN_000101,CUST_0206,Webcam;AirPods Pro;USB-C Cable,2025-03-27,17:36,Tech Enthusiast,regular,Online,Cash
TXN_000102,CUST_0026,Ski Equipment;Conditioner,2025-06-12,11:12,General Shopper,new,Store C,Credit Card
TXN_000103,CUST_0220,Dark Chocolate;Backpack,2025-05-05,12:35,General Shopper,regular,Store B,Debit Card
TXN_000104,CUST_0036,Sunscreen;Game of Thrones;1984;Mystery Novel;Eggs;Chicken Breast;History Book,2025-02-16,12:37,Book Lover,vip,Store A,Credit Card
TXN_000105,CUST_0038,Garden Tools Set;Coffee Maker;Perfume;Electric Toothbrush;Skincare Set,2025-06-06,11:58,General Shopper,regular,Store B,Debit Card
TXN_000106,CUST_0235,External SSD;MacBook Pro;Apple Watch,2025-04-10,18:12,Tech Enthusiast,vip,Store B,Credit Card
TXN_000107,CUST_0091,Vegetables;Blender;Microwave;Food Processor;Salmon;Plant Fertilizer;Rice Cooker;Cereal,2025-06-20,18:35,Home Cook,regular,Store A,Debit Card
TXN_000108,CUST_0123,Xbox Series X;External SSD;Gaming Mouse;Gaming Keyboard;Dell XPS 13,2025-02-18,12:15,Tech Enthusiast,vip,Store B,Credit Card
TXN_000109,CUST_0039,Dark Chocolate;Rice;BBQ Grill;Lawn Mower,2025-05-22,14:26,Home Cook,vip,Store A,Debit Card
TXN_000110,CUST_0044,Fishing Rod;Deodorant,2025-07-11,06:28,Fitness Enthusiast,regular,Store C,Debit Card
TXN_000111,CUST_0051,Supplement Pills;Skincare Set,2025-03-27,16:50,Fashion Conscious,new,Store B,Credit Card
TXN_000112,CUST_0142,Twilight,2025-03-22,15:23,Book Lover,vip,Online,Debit Card
TXN_000113,CUST_0056,Toothpaste;Conditioner;Shampoo;Uniqlo Sweater,2025-03-25,15:30,Fashion Conscious,vip,Store B,Cash
TXN_000114,CUST_0119,Levi's Jeans;Conditioner;Makeup Kit;Under Armour T-Shirt;Deodorant;Nike Socks;Vegetables,2025-05-30,14:20,Fashion Conscious,vip,Store B,Credit Card
TXN_000115,CUST_0005,Butter;Outdoor Furniture;Blender;Garden Tools Set;Salmon;Vacuum Cleaner;Electric Kettle;Lawn Mower;Garden Hose;Olive Oil,2025-05-26,17:01,Home Cook,vip,Store B,Debit Card
TXN_000116,CUST_0012,Lawn Mower;Honey;Stand Mixer;Outdoor Furniture;Plant Fertilizer;Protein Bars;Solar Lights;Instant Pot;Eggs,2025-05-07,22:37,Home Cook,regular,Store C,Cash
TXN_000117,CUST_0030,Eggs,2025-05-09,02:10,Book Lover,regular,Online,Cash
TXN_000118,CUST_0169,Honey;Dark Chocolate;Fruits;Air Fryer;Stand Mixer;Solar Lights;Organic Coffee;Olive Oil,2025-06-22,07:46,Home Cook,new,Store A,Credit Card
TXN_000119,CUST_0004,Microsoft Surface;iPhone 15,2025-07-02,20:43,Tech Enthusiast,new,Store C,Debit Card
TXN_000120,CUST_0176,USB-C Cable,2025-05-22,16:26,Tech Enthusiast,regular,Store A,Debit Card
TXN_000121,CUST_0051,Nike Socks;Converse All Stars;Shampoo,2025-07-23,09:20,Fashion Conscious,new,Store C,Credit Card
TXN_000122,CUST_0099,Adidas Track Pants;Nike Air Max;Body Wash;Polo Ralph Lauren Shirt,2025-02-14,10:08,Fashion Conscious,new,Store C,Credit Card
TXN_000123,CUST_0118,Perfume;Toothpaste;Soccer Ball,2025-05-19,11:37,Fitness Enthusiast,new,Online,Cash
TXN_000124,CUST_0027,Under Armour T-Shirt,2025-04-09,08:00,Fashion Conscious,regular,Store C,Cash
TXN_000125,CUST_0096,Perfume;Gap Jeans;Adidas Ultraboost;Levi's Jeans;Zara Dress;Under Armour T-Shirt;Calvin Klein Underwear;Shampoo,2025-04-03,13:32,Fashion Conscious,regular,Store A,Debit Card
TXN_000126,CUST_0025,Converse All Stars;Perfume;Under Armour T-Shirt;Zara Dress;Nike Socks,2025-04-03,19:21,Fashion Conscious,new,Online,Credit Card
TXN_000127,CUST_0041,Salmon;Yogurt;Garden Hose;Milk;Solar Lights;Patio Umbrella;Peanut Butter,2025-03-08,06:42,Home Cook,new,Store B,Mobile Payment
TXN_000128,CUST_0162,Skincare Set;Cereal;Eggs;Bread;Hair Dryer,2025-06-02,15:34,General Shopper,new,Store C,Debit Card
TXN_000129,CUST_0088,Skincare Set;Moisturizer;Polo Ralph Lauren Shirt;Shampoo,2025-02-12,12:38,Fashion Conscious,regular,Store B,Credit Card
TXN_000130,CUST_0133,Power Bank;Plant Fertilizer;Stand Mixer;Air Fryer,2025-06-12,16:12,General Shopper,new,Online,Credit Card
TXN_000131,CUST_0006,Body Wash;Sunscreen;Gap Jeans;Nike Hoodie;Levi's Jeans;Conditioner;Moisturizer;Vitamins,2025-06-24,17:00,Fashion Conscious,regular,Store C,Debit Card
TXN_000132,CUST_0065,Stand Mixer;Outdoor Furniture,2025-02-19,10:43,Home Cook,vip,Store C,Cash
TXN_000133,CUST_0001,Body Wash;Nike Air Max;Polo Ralph Lauren Shirt;Deodorant;Under Armour T-Shirt;Perfume;Levi's Jeans,2025-05-31,19:18,Fashion Conscious,vip,Store A,Credit Card
TXN_000134,CUST_0115,Gym Bag;Hiking Boots,2025-03-26,00:48,Fitness Enthusiast,regular,Store A,Credit Card
TXN_000135,CUST_0238,Milk;Plant Fertilizer;Lawn Mower;Garden Hose;Chicken Breast;Yogurt;Dark Chocolate;Organic Coffee;Salmon;Olive Oil;Toaster;Vacuum Cleaner;Patio Umbrella,2025-04-09,17:17,Home Cook,regular,Store A,Mobile Payment
TXN_000136,CUST_0000,RAM 16GB;Gaming Keyboard;Kindle,2025-03-12,18:41,Tech Enthusiast,new,Store C,Debit Card
TXN_000137,CUST_0013,Levi's Jeans;Vitamins;Polo Ralph Lauren Shirt;Nike Air Max;Sunscreen;Deodorant,2025-06-28,17:59,Fashion Conscious,regular,Store C,Cash
TXN_000138,CUST_0073,"Webcam;RAM 16GB;Smart TV 55""",2025-06-04,16:47,Tech Enthusiast,vip,Store C,Mobile Payment
TXN_000139,CUST_0209,Uniqlo Sweater;Toothpaste;Hair Dryer;Vans Old Skool;Gap Jeans,2025-03-13,12:30,Fashion Conscious,regular,Online,Credit Card
TXN_000140,CUST_0100,Conditioner;Electric Toothbrush;Deodorant;Shampoo;Dark Chocolate,2025-05-07,15:39,Fashion Conscious,new,Store B,Cash
TXN_000141,CUST_0003,Food Processor;Protein Bars;Vacuum Cleaner;Patio Umbrella;Blender,2025-07-07,19:15,Home Cook,regular,Store C,Debit Card
TXN_000142,CUST_0069,Harry Potter Series,2025-05-12,11:05,Book Lover,regular,Store A,Credit Card
TXN_000143,CUST_0089,Adidas Track Pants;Body Wash;Nike Air Max;Shampoo;Deodorant,2025-04-16,23:00,Fashion Conscious,new,Store B,Credit Card
TXN_000144,CUST_0110,Patio Umbrella;Microwave;Outdoor Furniture;Solar Lights,2025-07-23,14:53,Home Cook,regular,Store C,Credit Card
TXN_000145,CUST_0011,Solar Lights;Instant Pot;Air Fryer;Blender;Olive Oil,2025-02-02,20:16,Home Cook,vip,Store B,Cash
TXN_000146,CUST_0056,Face Cream;Supplement Pills;Vans Old Skool;Adidas Ultraboost;Under Armour T-Shirt,2025-04-28,18:53,Fashion Conscious,vip,Store B,Mobile Payment
TXN_000147,CUST_0109,Vacuum Cleaner;Solar Lights;Stand Mixer;Nuts Mix;Fruits;Rice,2025-05-07,09:36,Home Cook,vip,Online,Mobile Payment
TXN_000148,CUST_0077,Cereal;Nuts Mix;Cheese;Olive Oil;Pasta;Butter;Chicken Breast;Stand Mixer;Organic Coffee;Orange Juice;Quinoa;Electric Kettle;Vegetables,2025-04-20,15:12,Home Cook,new,Store B,Credit Card
TXN_000149,CUST_0132,Yogurt;BBQ Grill;Vegetables;Solar Lights;Cereal;Electric Kettle,2025-06-08,21:07,Home Cook,regular,Online,Debit Card
TXN_000150,CUST_0163,Water Bottle;Golf Balls;Fruits,2025-01-30,10:05,Fitness Enthusiast,regular,Store B,Cash
TXN_000151,CUST_0189,The Great Gatsby;Organic Coffee,2025-03-21,07:27,Book Lover,vip,Store A,Credit Card
TXN_000152,CUST_0184,Green Tea;Milk;Yogurt;Patio Umbrella;Rice;Sunscreen,2025-06-19,07:37,Home Cook,vip,Store C,Debit Card
TXN_000153,CUST_0048,Rice;Microwave;Food Processor;Bread;Air Fryer;Cereal;Plant Fertilizer;BBQ Grill;Orange Juice,2025-06-21,19:40,Home Cook,vip,Store B,Debit Card
TXN_000154,CUST_0106,Food Processor;Flower Pots;Coffee Maker;Air Fryer,2025-06-13,17:44,General Shopper,regular,Store C,Credit Card
TXN_000155,CUST_0126,Golf Balls,2025-05-31,19:31,Fitness Enthusiast,new,Store B,Debit Card
TXN_000156,CUST_0127,Deodorant,2025-04-03,18:50,Fitness Enthusiast,new,Online,Credit Card
TXN_000157,CUST_0146,Skincare Set,2025-06-19,22:45,Fashion Conscious,regular,Online,Debit Card
TXN_000158,CUST_0028,Camping Tent;Conditioner,2025-03-29,17:56,Fitness Enthusiast,vip,Store A,Credit Card
TXN_000159,CUST_0042,Vacuum Cleaner;Tomato Sauce;Yogurt;Food Processor;Blender;Peanut Butter;Instant Pot;Air Fryer;BBQ Grill;Organic Coffee;Salmon;Protein Bars,2025-03-05,17:25,Home Cook,new,Store B,Debit Card
TXN_000160,CUST_0164,Protein Bars;Nuts Mix,2025-05-01,15:02,Book Lover,new,Store A,Credit Card
TXN_000161,CUST_0068,Vacuum Cleaner;Microwave,2025-06-25,06:12,Home Cook,vip,Store B,Mobile Payment
TXN_000162,CUST_0220,Tomato Sauce;iPad Mini;Apple Watch;Graphics Card RTX 4070;Yogurt,2025-02-05,09:22,General Shopper,regular,Online,Credit Card
TXN_000163,CUST_0023,Patio Umbrella;Orange Juice,2025-03-31,17:24,Home Cook,new,Store A,Credit Card
TXN_000164,CUST_0131,Solar Lights;Fruits;Toaster;Olive Oil;Coffee Maker;Salmon;Protein Bars;Lawn Mower;Milk,2025-06-26,19:09,Home Cook,regular,Online,Debit Card
TXN_000165,CUST_0241,Yogurt;Butter,2025-05-27,09:44,Book Lover,vip,Store C,Debit Card
TXN_000166,CUST_0065,Yoga Mat;Pasta;Olive Oil;Air Fryer,2025-03-05,19:59,Home Cook,vip,Store A,Debit Card
TXN_000167,CUST_0209,Gap Jeans;Vitamins;Deodorant;Resistance Bands;Polo Ralph Lauren Shirt;Under Armour T-Shirt;H&M T-Shirt,2025-03-05,12:38,Fashion Conscious,regular,Store C,Debit Card
TXN_000168,CUST_0071,Bread;Chicken Breast;Coffee Maker;Food Processor;Rice Cooker;Olive Oil;Protein Bars;Tomato Sauce;Dark Chocolate,2025-05-28,17:38,Home Cook,regular,Store B,Debit Card
TXN_000169,CUST_0228,Chicken Breast;Green Tea;Nuts Mix;Garden Hose;Plant Fertilizer;Garden Tools Set;Vegetables;Peanut Butter;Bread;Cheese;Dark Chocolate,2025-03-05,16:28,Home Cook,new,Online,Mobile Payment
TXN_000170,CUST_0027,Supplement Pills,2025-07-21,17:27,Fashion Conscious,regular,Online,Debit Card
TXN_000171,CUST_0145,Rice Cooker;Dark Chocolate;Garden Tools Set,2025-07-02,16:24,Home Cook,new,Store A,Credit Card
TXN_000172,CUST_0114,Honey;Toaster;Green Tea;Garden Hose,2025-05-20,19:24,Home Cook,new,Store C,Credit Card
TXN_000173,CUST_0027,Gap Jeans;Vans Old Skool;Skincare Set;Levi's Jeans,2025-01-27,18:28,Fashion Conscious,regular,Store A,Credit Card
TXN_000174,CUST_0048,Flower Pots;Nuts Mix;Blender;Patio Umbrella;Instant Pot;Salmon;Milk;BBQ Grill;Vacuum Cleaner;Microwave;Eggs;Green Tea;Rice Cooker;Orange Juice,2025-06-05,13:06,Home Cook,vip,Store B,Credit Card
