transaction_id,customer_id,items,date,time,persona,customer_loyalty,store_location,payment_method
TXN_000026,CUST_0064,Blender;Outdoor Furniture;Mystery Novel;Surfboard;Peanut Butter;Romance Novel;Twilight;Vacuum Cleaner,2025-03-23,13:13,General Shopper,vip,Store C,Cash
TXN_000027,CUST_0000,Dark Chocolate;Pasta;Rice,2025-05-07,15:08,Home Cook,regular,Store A,Debit Card
TXN_000028,CUST_0099,Coffee Maker;Cereal;Stand Mixer;Instant Pot;BBQ Grill;Air Fryer;Cheese;Tomato Sauce,2025-02-02,18:36,Home Cook,regular,Store A,Credit Card
TXN_000029,CUST_0046,Salmon,2025-03-10,09:21,Book Lover,vip,Store B,Debit Card
TXN_000030,CUST_0090,Coffee Maker;BBQ Grill;Air Fryer;Microwave;Electric Kettle;Chicken Breast;Cheese;Eggs;Olive Oil;Flower Pots;Bread;Instant Pot;Solar Lights;Garden Hose,2025-01-31,13:30,Home Cook,vip,Store B,Credit Card
TXN_000031,CUST_0009,Eggs;Bread;Fruits;Olive Oil;BBQ Grill;Toaster;Outdoor Furniture,2025-05-22,16:14,Home Cook,new,Store B,Credit Card
TXN_000032,CUST_0186,Honey;Protein Bars;Eggs;Butter;Plant Fertilizer;Food Processor;Patio Umbrella,2025-03-13,15:28,Home Cook,vip,Store A,Credit Card
TXN_000033,CUST_0124,Instant Pot;Eggs;Peanut Butter;Bread;Milk;Protein Bars;Cheese,2025-07-10,12:21,Home Cook,new,Online,Cash
TXN_000034,CUST_0079,Milk;The Great Gatsby;Outdoor Furniture,2025-06-16,16:01,General Shopper,new,Store A,Cash
TXN_000035,CUST_0045,Toothpaste;Sleeping Bag,2025-03-04,12:40,Fitness Enthusiast,regular,Store C,Credit Card
TXN_000036,CUST_0073,Perfume;Gap Jeans;Makeup Kit;Zara Dress;H&M T-Shirt,2025-06-05,16:29,Fashion Conscious,vip,Store A,Credit Card
TXN_000037,CUST_0085,Nike Hoodie;Nike Air Max;Body Wash;Nike Socks,2025-07-10,14:24,Fashion Conscious,new,Online,Cash
TXN_000038,CUST_0035,Cereal;Electric Kettle;BBQ Grill;Peanut Butter;Tomato Sauce;Food Processor;Plant Fertilizer,2025-05-15,16:28,Home Cook,regular,Online,Credit Card
TXN_000039,CUST_0008,"Xbox Series X;Dell XPS 13;iPad;Smart TV 55"";Running Shoes;USB-C Cable;Nintendo Switch",2025-04-09,22:03,General Shopper,new,Online,Cash
TXN_000040,CUST_0041,Nuts Mix;Milk;Salmon;Eggs;Plant Fertilizer;Tomato Sauce;Instant Pot,2025-05-10,14:55,Home Cook,vip,Store A,Credit Card
TXN_000041,CUST_0055,iPad,2025-06-07,14:12,Tech Enthusiast,regular,Store B,Cash
TXN_000042,CUST_0111,4K Monitor,2025-04-30,22:20,Tech Enthusiast,new,Store A,Credit Card
TXN_000043,CUST_0188,Protein Powder;Golf Balls;Conditioner;Soccer Ball;Snowboard,2025-06-26,18:08,Fitness Enthusiast,vip,Online,Credit Card
TXN_000044,CUST_0211,Calvin Klein Underwear;Resistance Bands,2025-04-02,11:48,Fashion Conscious,new,Store B,Credit Card
TXN_000045,CUST_0005,Hair Dryer;Nike Socks;Fitness Tracker;Yoga Mat;Makeup Kit,2025-07-02,20:46,Fashion Conscious,regular,Store A,Mobile Payment
TXN_000046,CUST_0218,Body Wash;Toothpaste;Nike Socks;Tommy Hilfiger Jacket;Makeup Kit,2025-05-14,14:43,Fashion Conscious,new,Store C,Mobile Payment
TXN_000047,CUST_0053,Under Armour T-Shirt;Resistance Bands;Shampoo;Dumbbells;Hair Dryer,2025-06-27,19:18,Fashion Conscious,vip,Store B,Debit Card
TXN_000048,CUST_0159,Orange Juice;Peanut Butter;Microwave;Chicken Breast;Vegetables;Stand Mixer;Flower Pots,2025-03-13,10:01,Home Cook,regular,Store B,Credit Card
TXN_000049,CUST_0140,Vegetables;Rice Cooker;Garden Tools Set;Lawn Mower;Garden Hose;Nuts Mix;Green Tea;Tomato Sauce,2025-06-14,14:42,Home Cook,new,Store C,Mobile Payment
TXN_000050,CUST_0177,Mystery Novel;Pasta;Nuts Mix;Green Tea;Orange Juice,2025-04-29,10:34,Book Lover,regular,Store B,Credit Card
TXN_000051,CUST_0165,Garden Hose;Orange Juice,2025-04-24,18:40,Home Cook,new,Store A,Debit Card
TXN_000052,CUST_0020,Hair Dryer;Calvin Klein Underwear;Moisturizer;Olive Oil,2025-05-01,10:32,Fashion Conscious,regular,Online,Mobile Payment
TXN_000053,CUST_0068,Calvin Klein Underwear;Uniqlo Sweater;Conditioner;Adidas Track Pants;Shampoo;Adidas Ultraboost,2025-07-10,16:29,Fashion Conscious,regular,Online,Mobile Payment
TXN_000054,CUST_0055,Graphics Card RTX 4070,2025-05-07,13:03,Tech Enthusiast,regular,Store B,Cash
TXN_000055,CUST_0217,Bluetooth Speaker;iPad;External SSD,2025-04-14,20:33,Tech Enthusiast,new,Online,Mobile Payment
TXN_000056,CUST_0005,Nike Hoodie;Levi's Jeans;Perfume;Conditioner;H&M T-Shirt,2025-04-11,20:46,Fashion Conscious,regular,Store C,Debit Card
TXN_000057,CUST_0060,Plant Fertilizer,2025-06-23,12:09,Home Cook,regular,Store C,Debit Card
TXN_000058,CUST_0189,Electric Toothbrush;Hair Dryer;Fitness Tracker;Shampoo,2025-02-05,18:00,Fashion Conscious,regular,Online,Mobile Payment
TXN_000059,CUST_0048,Plant Fertilizer;Quinoa;Orange Juice;Peanut Butter;Toaster;Cheese;Air Fryer;Salmon,2025-05-19,18:45,Home Cook,new,Store C,Credit Card
TXN_000060,CUST_0137,BBQ Grill;Fruits;Quinoa;Electric Kettle;Orange Juice;Dark Chocolate;Plant Fertilizer;Solar Lights;Instant Pot;Outdoor Furniture,2025-06-12,18:19,Home Cook,vip,Store C,Cash
TXN_000061,CUST_0102,Dark Chocolate;Honey;Organic Coffee;Patio Umbrella;Protein Bars;Milk;Rice Cooker;Air Fryer;Orange Juice;Eggs,2025-06-12,08:00,Home Cook,new,Store A,Credit Card
TXN_000062,CUST_0112,Converse All Stars;Gap Jeans,2025-03-25,15:57,Fashion Conscious,vip,Store B,Credit Card
TXN_000063,CUST_0001,1984;Science Fiction Novel;Butter,2025-02-17,17:59,Book Lover,new,Store C,Debit Card
TXN_000064,CUST_0022,Gym Bag;Water Bottle,2025-05-14,15:15,Fitness Enthusiast,new,Store A,Credit Card
TXN_000065,CUST_0066,Lawn Mower;Yogurt;Air Fryer;Salmon;Vacuum Cleaner;Dark Chocolate;Toaster;Coffee Maker;Blender;Garden Hose;Rice Cooker;Instant Pot,2025-04-24,15:20,Home Cook,new,Store A,Mobile Payment
TXN_000066,CUST_0113,Webcam;Graphics Card RTX 4070;Gaming Mouse;Microsoft Surface;Sony WH-1000XM5,2025-04-10,21:13,General Shopper,regular,Online,Credit Card
TXN_000067,CUST_0026,Microwave;Orange Juice;Solar Lights;Chicken Breast;Olive Oil;Rice Cooker,2025-03-07,09:56,Home Cook,new,Store A,Credit Card
TXN_000068,CUST_0070,Tennis Racket;Hair Dryer;Golf Balls;Water Bottle,2025-05-07,16:24,Fitness Enthusiast,vip,Store C,Debit Card
TXN_000069,CUST_0233,Nike Hoodie;Adidas Track Pants;Dumbbells,2025-05-04,16:49,Fashion Conscious,regular,Store C,Mobile Payment
TXN_000070,CUST_0190,Mystery Novel,2025-02-13,20:31,Book Lover,new,Online,Mobile Payment
TXN_000071,CUST_0149,Deodorant;Green Tea,2025-02-13,09:34,Fitness Enthusiast,new,Store A,Credit Card
TXN_000072,CUST_0244,Toaster;Fruits;Quinoa,2025-03-15,07:42,Home Cook,vip,Store C,Credit Card
TXN_000073,CUST_0201,Game of Thrones;Biography;Art Book;The Da Vinci Code,2025-03-07,07:53,General Shopper,new,Store C,Credit Card
TXN_000074,CUST_0119,Fruits;Organic Coffee;Quinoa;Cheese;Vegetables;Dark Chocolate;Chicken Breast,2025-03-31,21:22,General Shopper,new,Store B,Credit Card
TXN_000075,CUST_0030,Gaming Mouse;iPad;Webcam,2025-07-23,15:42,Tech Enthusiast,regular,Online,Credit Card
TXN_000076,CUST_0123,Bluetooth Speaker;Samsung Watch,2025-02-07,05:37,Tech Enthusiast,new,Store A,Credit Card
TXN_000077,CUST_0051,iPhone 15;Samsung Galaxy S24,2025-05-18,03:24,Tech Enthusiast,regular,Store C,Credit Card
TXN_000078,CUST_0225,Garden Hose;Green Tea;Stand Mixer;Flower Pots;Organic Coffee,2025-04-26,10:26,Home Cook,regular,Online,Credit Card
TXN_000079,CUST_0116,Toothpaste;Hiking Boots;Basketball,2025-07-22,10:40,Fitness Enthusiast,new,Store B,Mobile Payment
TXN_000080,CUST_0089,Gym Bag;Snowboard,2025-06-14,12:36,Fitness Enthusiast,new,Online,Credit Card
TXN_000081,CUST_0071,Harry Potter Series;Butter;The Da Vinci Code,2025-06-21,14:53,Book Lover,regular,Store C,Credit Card
TXN_000082,CUST_0043,Tomato Sauce;Olive Oil;Pasta;Fruits,2025-04-24,13:31,Home Cook,regular,Online,Debit Card
TXN_000083,CUST_0080,4K Monitor;Graphics Card RTX 4070;Samsung Galaxy S24;External SSD;Kindle;Microsoft Surface,2025-04-30,09:06,Tech Enthusiast,regular,Online,Debit Card
TXN_000084,CUST_0190,History Book;Pasta;Bread;Cookbook,2025-04-13,07:29,Book Lover,new,Store B,Mobile Payment
TXN_000085,CUST_0100,Nike Air Max;Resistance Bands;Yoga Mat;Adidas Track Pants;Salmon,2025-07-23,10:28,Fashion Conscious,vip,Online,Mobile Payment
TXN_000086,CUST_0039,Science Fiction Novel;Harry Potter Series,2025-04-17,23:46,Book Lover,vip,Store B,Debit Card
TXN_000087,CUST_0086,Fitness Tracker;Shampoo;Vitamins,2025-06-15,11:24,Fitness Enthusiast,regular,Store C,Debit Card
TXN_000088,CUST_0144,Nike Air Max;Toothpaste;Under Armour T-Shirt;Ray-Ban Sunglasses;Face Cream;Uniqlo Sweater,2025-04-16,14:31,Fashion Conscious,new,Store C,Credit Card
TXN_000089,CUST_0053,Sunscreen;Perfume;H&M T-Shirt,2025-02-05,09:32,Fashion Conscious,vip,Online,Debit Card
TXN_000090,CUST_0018,Supplement Pills;Skincare Set;Nike Socks;Nike Hoodie,2025-02-02,04:14,Fashion Conscious,regular,Store C,Debit Card
TXN_000091,CUST_0061,Perfume;Protein Powder;Nike Hoodie;Electric Toothbrush;Zara Dress;Nike Air Max;Moisturizer,2025-05-15,12:48,Fashion Conscious,regular,Store C,Credit Card
TXN_000092,CUST_0172,Stand Mixer;Pasta;Organic Coffee;Tomato Sauce;Flower Pots;Microwave;Rice Cooker;Fruits;Orange Juice;Vacuum Cleaner;Olive Oil;BBQ Grill;Eggs;Quinoa,2025-07-02,15:39,Home Cook,new,Store B,Credit Card
TXN_000093,CUST_0248,Vans Old Skool;Deodorant;Resistance Bands;Zara Dress;Fitness Tracker;Champion Hoodie,2025-05-03,13:00,Fashion Conscious,regular,Store B,Cash
TXN_000094,CUST_0192,Toothpaste;Body Wash;Skincare Set;Zara Dress;Resistance Bands;Fitness Tracker,2025-06-13,22:19,Fashion Conscious,regular,Store B,Mobile Payment
TXN_000095,CUST_0097,Honey;1984,2025-07-13,11:20,Book Lover,new,Store C,Cash
TXN_000096,CUST_0191,Shampoo,2025-02-12,18:36,Fitness Enthusiast,regular,Store A,Cash
TXN_000097,CUST_0002,Tomato Sauce;Twilight;Science Fiction Novel;Cereal,2025-01-28,17:51,Book Lover,regular,Store C,Debit Card
TXN_000098,CUST_0017,Golf Balls;Conditioner,2025-04-09,11:17,Fitness Enthusiast,vip,Online,Credit Card
TXN_000099,CUST_0143,Orange Juice;Lawn Mower;Butter;Bread;Coffee Maker;Vacuum Cleaner;Fruits;Toaster,2025-01-24,13:44,Home Cook,new,Store C,Cash
TXN_000100,CUST_0091,Dell XPS 13,2025-06-05,16:23,Tech Enthusiast,vip,Store C,Debit Card
TXN_000101,CUST_0027,Garden Tools Set;Lawn Mower;Outdoor Furniture;Vacuum Cleaner;Honey,2025-07-23,09:31,Home Cook,regular,Store C,Cash
TXN_000102,CUST_0076,Plant Fertilizer;BBQ Grill;Toaster,2025-04-29,15:37,Home Cook,vip,Store B,Debit Card
TXN_000103,CUST_0153,Shampoo;Skincare Set;Calvin Klein Underwear;Nike Hoodie;Makeup Kit,2025-06-13,14:04,Fashion Conscious,regular,Store A,Debit Card
TXN_000104,CUST_0188,Camping Tent;Toothpaste;Golf Balls,2025-05-22,16:38,Fitness Enthusiast,vip,Store B,Credit Card
TXN_000105,CUST_0152,Moisturizer;Face Cream,2025-05-14,09:21,Fashion Conscious,new,Store A,Mobile Payment
TXN_000106,CUST_0033,Romance Novel;Dark Chocolate;Eggs,2025-03-21,16:05,Book Lover,regular,Store C,Cash
TXN_000107,CUST_0064,Pride and Prejudice;Romance Novel;Magazine,2025-02-09,13:13,General Shopper,vip,Store A,Debit Card
TXN_000108,CUST_0166,Salmon;Garden Tools Set;Organic Coffee;Cheese;Vacuum Cleaner;Solar Lights;Blender;Chicken Breast;Nuts Mix;Protein Bars;Electric Kettle,2025-04-17,14:42,Home Cook,new,Store B,Credit Card
TXN_000109,CUST_0121,Backpack;Face Cream;Electric Toothbrush;Protein Powder,2025-07-18,15:04,Fitness Enthusiast,regular,Online,Cash
TXN_000110,CUST_0088,Green Tea;Fruits;Dark Chocolate;Yogurt;Protein Bars;Flower Pots,2025-06-11,15:26,Home Cook,vip,Store B,Debit Card
TXN_000111,CUST_0051,iPad;Gaming Mouse;Gaming Keyboard;Microsoft Surface;Cereal,2025-02-22,13:27,Tech Enthusiast,regular,Store B,Credit Card
TXN_000112,CUST_0140,Cereal;Fruits;Electric Kettle;Plant Fertilizer;BBQ Grill;Instant Pot;Bread;Milk;Eggs;Organic Coffee,2025-03-06,09:39,Home Cook,new,Online,Credit Card
TXN_000113,CUST_0052,H&M T-Shirt;Supplement Pills;Gap Jeans,2025-06-29,08:41,Fashion Conscious,new,Online,Credit Card
TXN_000114,CUST_0156,iPad Mini;Gaming Keyboard;PlayStation 5;MacBook Pro,2025-06-15,12:40,Tech Enthusiast,regular,Store A,Debit Card
TXN_000115,CUST_0185,Romance Novel;Biography;Cheese;Fruits;To Kill a Mockingbird;Art Book,2025-02-28,15:36,Book Lover,regular,Online,Debit Card
TXN_000116,CUST_0125,Uniqlo Sweater;Face Cream,2025-06-05,16:38,Fashion Conscious,new,Store A,Credit Card
TXN_000117,CUST_0202,Wireless Charger;Microsoft Surface;Power Bank;Bluetooth Speaker;iPad Mini;Xbox Series X;AirPods Pro,2025-06-06,10:24,Tech Enthusiast,vip,Store C,Credit Card
TXN_000118,CUST_0055,"Wireless Charger;Apple Watch;Webcam;Smart TV 55""",2025-05-02,21:01,Tech Enthusiast,regular,Store C,Cash
TXN_000119,CUST_0053,Perfume;Levi's Jeans;Vitamins;Protein Powder;Hair Dryer;Face Cream;Body Wash,2025-03-06,16:01,Fashion Conscious,vip,Store A,Debit Card
TXN_000120,CUST_0045,Surfboard;Vitamins;Protein Powder;Tennis Racket,2025-04-03,16:27,Fitness Enthusiast,regular,Store A,Cash
TXN_000121,CUST_0064,Makeup Kit;Perfume;Champion Hoodie;Fitness Tracker;Protein Powder;Vitamins;Deodorant;Electric Toothbrush,2025-04-27,13:01,General Shopper,vip,Store B,Debit Card
TXN_000122,CUST_0097,Art Book;The Da Vinci Code;Harry Potter Series;Green Tea;Butter,2025-06-04,17:56,Book Lover,new,Online,Credit Card
TXN_000123,CUST_0166,Food Processor;Garden Tools Set;Cheese;Garden Hose;Milk;Air Fryer;Eggs;Solar Lights,2025-02-11,10:01,Home Cook,new,Store A,Credit Card
TXN_000124,CUST_0184,Organic Coffee;Tomato Sauce;Flower Pots;Food Processor;Pasta;Peanut Butter;Bread;Protein Bars,2025-03-30,17:17,Home Cook,new,Store A,Credit Card
TXN_000125,CUST_0241,Butter;Bread;Cereal,2025-04-04,17:32,Book Lover,regular,Store A,Debit Card
TXN_000126,CUST_0105,RAM 16GB,2025-04-24,16:45,Tech Enthusiast,regular,Store B,Credit Card
TXN_000127,CUST_0091,PlayStation 5;External SSD;Wireless Charger;MacBook Pro;Graphics Card RTX 4070;Gaming Keyboard;Dell XPS 13,2025-07-09,11:39,Tech Enthusiast,vip,Store A,Cash
TXN_000128,CUST_0085,Hair Dryer;Body Wash;Shampoo;Adidas Ultraboost,2025-02-28,19:38,Fashion Conscious,new,Store C,Credit Card
TXN_000129,CUST_0018,Face Cream;H&M T-Shirt;Nike Hoodie;Levi's Jeans;Skincare Set;Adidas Ultraboost;Yogurt,2025-04-14,16:45,Fashion Conscious,regular,Online,Credit Card
TXN_000130,CUST_0068,Calvin Klein Underwear;Adidas Track Pants;Gap Jeans,2025-06-22,13:00,Fashion Conscious,regular,Online,Mobile Payment
TXN_000131,CUST_0223,Eggs;Dark Chocolate;Protein Bars;Microwave;Nuts Mix;Plant Fertilizer;Lawn Mower;Garden Tools Set,2025-07-14,15:11,Home Cook,new,Online,Credit Card
TXN_000132,CUST_0076,Flower Pots;Blender;Cereal;Dark Chocolate;Orange Juice;Salmon;Stand Mixer;Garden Tools Set;Plant Fertilizer;Lawn Mower;Green Tea;Cheese;Bread;Nuts Mix,2025-06-09,10:23,Home Cook,vip,Online,Debit Card
TXN_000133,CUST_0155,Deodorant;Running Shoes,2025-04-08,16:47,Fitness Enthusiast,regular,Online,Cash
TXN_000134,CUST_0094,Hiking Boots;Deodorant,2025-05-29,19:15,Fitness Enthusiast,new,Store A,Debit Card
TXN_000135,CUST_0056,Quinoa;Food Processor;Toaster;Dark Chocolate;Garden Tools Set;Salmon;Olive Oil;Butter;Organic Coffee;Rice;Vegetables,2025-06-11,16:09,Home Cook,vip,Store A,Credit Card
TXN_000136,CUST_0182,Supplement Pills;Fitness Tracker;Protein Powder;Conditioner;Zara Dress;Sunscreen;Nike Air Max,2025-03-16,13:09,Fashion Conscious,new,Store A,Credit Card
TXN_000137,CUST_0109,Nuts Mix;Fruits;Milk;Green Tea;Coffee Maker;Chicken Breast;Plant Fertilizer;Bread,2025-05-15,12:49,Home Cook,regular,Store A,Debit Card
TXN_000138,CUST_0170,Gap Jeans;Deodorant;Sunscreen;Vans Old Skool,2025-04-24,15:59,Fashion Conscious,regular,Online,Mobile Payment
TXN_000139,CUST_0025,Bike Helmet;Conditioner;Surfboard,2025-05-29,20:13,Fitness Enthusiast,vip,Online,Cash
TXN_000140,CUST_0168,Yogurt;Quinoa;Cheese;Solar Lights,2025-01-31,14:11,Home Cook,new,Store A,Cash
TXN_000141,CUST_0072,Dark Chocolate;Pasta,2025-07-15,20:36,Book Lover,regular,Store C,Credit Card
TXN_000142,CUST_0200,BBQ Grill;Quinoa;Dark Chocolate;Coffee Maker;Rice Cooker;Orange Juice,2025-06-19,20:40,Home Cook,vip,Store B,Cash
TXN_000143,CUST_0182,Polo Ralph Lauren Shirt;Makeup Kit,2025-02-19,14:21,Fashion Conscious,new,Online,Credit Card
TXN_000144,CUST_0232,Flower Pots;Surfboard;Solar Lights;Snowboard;Fishing Rod,2025-04-18,11:45,General Shopper,regular,Online,Debit Card
TXN_000145,CUST_0002,Bread;Self-Help Book;Pride and Prejudice;To Kill a Mockingbird,2025-05-08,06:24,Book Lover,regular,Store A,Credit Card
TXN_000146,CUST_0205,Nike Air Max;Eggs,2025-04-28,16:24,Fashion Conscious,regular,Store B,Cash
TXN_000147,CUST_0094,Toothpaste;Fishing Rod;Sleeping Bag;Water Bottle;Running Shoes;Shampoo,2025-05-21,10:39,Fitness Enthusiast,new,Online,Debit Card
TXN_000148,CUST_0070,Deodorant,2025-03-20,18:28,Fitness Enthusiast,vip,Store A,Mobile Payment
TXN_000149,CUST_0207,Bread;Self-Help Book;Romance Novel,2025-06-26,13:34,Book Lover,regular,Store B,Debit Card
TXN_000150,CUST_0106,Vitamins;Protein Powder;Vans Old Skool;Deodorant;Nike Socks;Adidas Track Pants;Nike Air Max;H&M T-Shirt;Tommy Hilfiger Jacket;Dumbbells,2025-06-26,22:34,Fashion Conscious,new,Online,Debit Card
TXN_000151,CUST_0057,Wireless Charger;Kindle;USB-C Cable,2025-07-17,15:28,Tech Enthusiast,vip,Online,Mobile Payment
TXN_000152,CUST_0106,Nike Socks;Face Cream;Perfume;Zara Dress;Vitamins;Ray-Ban Sunglasses;Resistance Bands;Yoga Mat;Hair Dryer,2025-02-27,14:37,Fashion Conscious,new,Store B,Credit Card
TXN_000153,CUST_0150,"Smart TV 55"";Samsung Watch;Bluetooth Speaker",2025-03-17,16:25,Tech Enthusiast,new,Store B,Cash
TXN_000154,CUST_0061,Calvin Klein Underwear;Electric Toothbrush;Nike Socks;Zara Dress;Polo Ralph Lauren Shirt;Nike Hoodie,2025-05-02,19:21,Fashion Conscious,regular,Store C,Debit Card
TXN_000155,CUST_0036,Shampoo,2025-02-09,20:58,Fitness Enthusiast,regular,Online,Credit Card
TXN_000156,CUST_0057,"Smart TV 55"";Gaming Mouse",2025-06-10,08:24,Tech Enthusiast,vip,Store A,Credit Card
TXN_000157,CUST_0111,"Webcam;4K Monitor;Gaming Keyboard;Smart TV 55""",2025-05-15,14:50,Tech Enthusiast,new,Store B,Mobile Payment
TXN_000158,CUST_0055,USB-C Cable;Gaming Mouse,2025-03-07,08:20,Tech Enthusiast,regular,Store C,Mobile Payment
TXN_000159,CUST_0193,Dumbbells;Moisturizer;Resistance Bands;Toothpaste;Body Wash;Makeup Kit,2025-07-02,16:13,Fashion Conscious,regular,Online,Credit Card
TXN_000160,CUST_0014,Lawn Mower;Milk;Organic Coffee;Vacuum Cleaner;Stand Mixer;Rice;Butter;Nuts Mix;Dark Chocolate;Olive Oil;Chicken Breast;Outdoor Furniture;Peanut Butter;Fruits,2025-03-29,13:16,Home Cook,regular,Store B,Mobile Payment
TXN_000161,CUST_0102,Instant Pot;Garden Tools Set;Lawn Mower;Honey,2025-05-29,06:53,Home Cook,new,Store B,Debit Card
TXN_000162,CUST_0209,Toaster;Lawn Mower;Flower Pots;Garden Tools Set;Nuts Mix;Dark Chocolate;Stand Mixer;Milk;Garden Hose,2025-01-26,15:00,Home Cook,regular,Store C,Credit Card
TXN_000163,CUST_0247,Dumbbells;Skincare Set;Deodorant,2025-03-11,19:45,Fitness Enthusiast,regular,Store B,Credit Card
TXN_000164,CUST_0226,Honey;Organic Coffee;Mystery Novel;Bread,2025-02-19,14:12,Book Lover,regular,Store B,Cash
TXN_000165,CUST_0150,MacBook Pro;Graphics Card RTX 4070;Webcam;Gaming Keyboard;External SSD,2025-02-22,21:10,Tech Enthusiast,new,Online,Mobile Payment
TXN_000166,CUST_0023,Tommy Hilfiger Jacket;H&M T-Shirt;Vitamins;Levi's Jeans;Supplement Pills,2025-03-04,13:59,Fashion Conscious,vip,Store B,Mobile Payment
TXN_000167,CUST_0066,Rice Cooker;Electric Kettle;Cereal;Eggs;Coffee Maker;Lawn Mower;Green Tea;BBQ Grill;Olive Oil;Food Processor;Cheese;Yogurt,2025-05-31,06:56,Home Cook,new,Online,Credit Card
